AveCPU,CPUTimeRAW,ElapsedRaw,AveVMSize,MaxRSS,AveRSS,MaxVMSize,AveDiskRead,AveDiskWrite,MaxDiskRead,MaxDiskWrite,Planned,ConsumedEnergyRaw,AvePages,MaxPages,JobName,Partition,NNodes,JobID,Bootstrap,Processo p/ no,Thread p/ proc.,Tamanho,Nome do Arquivo,Consumo de Energia P0 (J),Consumo de Energia P1 (J),Consumo de Energia Total (J),Power P0 (W),Power P1 (W),Power Total (W),Potência por nó (W),Tempo (s),NodeList,EDP
1209.0,3696,44,3810352.0,156548.0,150406.0,3816424.0,1351.68,4229.12,1372.16,4229.12,1.0,0,40.0,48.0,100bs-2n-42th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,2,11373135.0,100,1,42,242689,DENV_2-mexico-BVBRC_genome_sequence,9773.2,9130.12,18903.32,230.03,214.85,444.88,222.44,42.5, sdumont6165,831746.08
0.0,2604,31,265348.0,3216.0,3184.0,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,100bs-2n-42th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,2,11373136.0,100,1,42,242689,DENV_2-mexico-BVBRC_genome_sequence,6022.62,5443.81,11466.43,211.49,191.1,402.6,201.3,28.5, sdumont6165,355459.33
1212.0,3108,37,3810260.0,158108.0,153188.0,3816388.0,1372.16,4229.12,1372.16,4239.36,1.0,0,28.0,41.0,100bs-2n-42th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,2,11373137.0,100,1,42,242689,DENV_2-mexico-BVBRC_genome_sequence,8184.3,7569.84,15754.15,230.67,213.28,443.95,221.97,35.5, sdumont6165,582903.5499999999
12446.0,26964,321,3812916.0,165164.0,156888.0,3816280.0,3338.24,4485.12,3338.24,4495.36,0.0,0,24.0,28.0,1000bs-2n-42th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,2,11373138.0,1000,1,42,242689,DENV_2-mexico-BVBRC_genome_sequence,74039.23,68444.48,142483.71,231.73,214.21,445.95,222.97,319.5, sdumont6165,45737270.91
11851.0,25368,302,3813066.0,165212.0,157944.0,3816432.0,3256.32,4495.36,3389.44,4495.36,158.0,0,35.0,45.0,1000bs-2n-42th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,2,11373141.0,1000,1,42,242689,DENV_2-mexico-BVBRC_genome_sequence,69128.06,63534.42,132662.48,230.82,212.15,442.97,221.48,299.5, sdumont6165,40064068.96
11219.0,24444,291,3815164.0,164024.0,157576.0,3826168.0,3051.52,4485.12,3102.72,4485.12,177.0,0,29.0,32.0,1000bs-2n-42th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,2,11373144.0,1000,1,42,242689,DENV_2-mexico-BVBRC_genome_sequence,66003.5,61004.65,127008.15,228.39,211.09,439.47,219.74,289.0, sdumont6165,36959371.65
12022.0,27300,325,3924392.0,162384.0,157638.0,4044808.0,3348.48,4485.12,3358.72,4485.12,574.0,0,286.0,289.0,1000bs-2n-42th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,2,11373146.0,1000,1,42,242689,DENV_2-mexico-BVBRC_genome_sequence,71969.96,68667.8,140637.75,222.82,212.59,435.41,217.71,323.0, sdumont6168,45707268.75
14950.0,30912,368,4035658.0,162104.0,157208.0,4044512.0,3604.48,4495.36,3758.08,4505.6,604.0,0,44.0,58.0,1000bs-2n-42th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,2,11373148.0,1000,1,42,242689,DENV_2-mexico-BVBRC_genome_sequence,85655.8,79649.99,165305.79,234.03,217.62,451.66,225.83,366.0, sdumont6165,60832530.720000006
1374.0,3168,33,4218720.0,155224.0,151836.0,4221820.0,1382.4,4239.36,1382.4,4239.36,448.0,0,51.0,63.0,100bs-2n-48th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,2,11373152.0,100,1,48,242689,DENV_2-mexico-BVBRC_genome_sequence,7105.8,7165.94,14271.74,222.06,223.94,445.99,223.0,32.0, sdumont6167,470967.42
1371.0,4992,52,4215738.0,154920.0,150786.0,4221800.0,1392.64,4229.12,1392.64,4229.12,1.0,0,41.0,55.0,100bs-2n-48th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,2,11373154.0,100,1,48,242689,DENV_2-mexico-BVBRC_genome_sequence,12232.96,12269.01,24501.97,244.66,245.38,490.04,245.02,50.0, sdumont6167,1274102.44
2780.0,8352,87,4215740.0,154668.0,150994.0,4221824.0,1587.2,4218.88,1617.92,4229.12,1.0,0,41.0,63.0,100bs-2n-48th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,2,11373155.0,100,1,48,242689,DENV_2-mexico-BVBRC_genome_sequence,21946.96,22123.33,44070.29,259.66,261.86,521.52,260.76,84.5, sdumont6167,3834115.23
1384.0,3744,39,4215822.0,155584.0,152170.0,4222116.0,1372.16,4239.36,1372.16,4239.36,464.0,0,61.0,64.0,100bs-2n-48th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,2,11373157.0,100,1,48,242689,DENV_2-mexico-BVBRC_genome_sequence,8563.91,8697.84,17261.75,225.37,228.89,454.26,227.13,38.0, sdumont6165,673208.25
0.0,2976,31,265348.0,3076.0,3070.0,265348.0,0.0,0.0,0.0,0.0,322.0,0,0.0,0.0,100bs-2n-48th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,2,11373160.0,100,1,48,242689,DENV_2-mexico-BVBRC_genome_sequence,6424.4,6561.03,12985.43,229.44,234.32,463.77,231.88,28.0, sdumont6165,402548.33
14260.0,29952,312,4218740.0,166700.0,158924.0,4221828.0,3368.96,4495.36,3379.2,4495.36,361.0,0,25.0,26.0,1000bs-2n-48th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,2,11373162.0,1000,1,48,242689,DENV_2-mexico-BVBRC_genome_sequence,71701.59,73900.25,145601.84,231.3,238.39,469.68,234.84,310.0, sdumont6165,45427774.08
15613.0,33792,352,4218770.0,160884.0,156690.0,4221828.0,3543.04,4495.36,3584.0,4505.6,422.0,0,31.0,45.0,1000bs-2n-48th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,2,11373164.0,1000,1,48,242689,DENV_2-mexico-BVBRC_genome_sequence,81253.75,84162.4,165416.16,231.49,239.78,471.27,235.64,351.0, sdumont6165,58226488.32
14249.0,30528,318,4218744.0,163484.0,157900.0,4221984.0,3379.2,4485.12,3389.44,4495.36,1.0,0,44.0,55.0,1000bs-2n-48th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,2,11373167.0,1000,1,48,242689,DENV_2-mexico-BVBRC_genome_sequence,73182.53,74586.61,147769.14,231.59,236.03,467.62,233.81,316.0, sdumont6165,46990586.52
24050.0,50496,526,4215756.0,166656.0,160560.0,4221828.0,4884.48,4505.6,5038.08,4505.6,561.0,0,28.0,30.0,1000bs-2n-48th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,2,11373169.0,1000,1,48,242689,DENV_2-mexico-BVBRC_genome_sequence,128395.17,130048.78,258443.95,244.8,247.95,492.75,246.37,524.5, sdumont6165,135941517.70000002
15650.0,33216,346,4218534.0,165024.0,159740.0,4227536.0,3512.32,4495.36,3624.96,4505.6,492.0,0,42.0,47.0,1000bs-2n-48th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,2,11373172.0,1000,1,48,242689,DENV_2-mexico-BVBRC_genome_sequence,81260.37,83104.61,164364.98,235.88,241.22,477.1,238.55,344.5, sdumont6165,56870283.080000006
35.0,270,45,1113472.0,153456.0,151136.0,1113540.0,1372.16,4218.88,1392.64,4218.88,1482.0,0,0.0,1.0,100bs-3n-2th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,3,11373175.0,100,1,2,242689,DENV_2-mexico-BVBRC_genome_sequence,7115.42,5160.71,12276.13,161.71,117.29,279.0,93.0,44.0, sdumont6165,552425.85
0.0,150,25,265348.0,3152.0,3137.3330078125,265348.0,0.0,0.0,0.0,0.0,810.0,0,0.0,0.0,100bs-3n-2th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,3,11373177.0,100,1,2,242689,DENV_2-mexico-BVBRC_genome_sequence,4059.03,2742.71,6801.73,169.13,114.28,283.41,94.47,24.0, sdumont6165,170043.25
44.0,336,56,1041134.666015625,153324.0,151034.666015625,1113608.0,1382.4,4229.12,1392.64,4229.12,1.0,0,0.0,0.0,100bs-3n-2th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,3,11373178.0,100,1,2,242689,DENV_2-mexico-BVBRC_genome_sequence,8980.9,6529.19,15510.09,163.29,118.71,282.0,94.0,55.0, sdumont6165,868565.04
0.0,132,22,265348.0,3124.0,3118.666015625,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,100bs-3n-2th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,3,11373179.0,100,1,2,242689,DENV_2-mexico-BVBRC_genome_sequence,3552.23,2323.72,5875.95,169.15,110.65,279.81,93.27,21.0, sdumont6165,129270.9
40.0,240,40,1113456.0,152420.0,150714.666015625,1113540.0,1392.64,4218.88,1392.64,4218.88,1.0,0,0.0,0.0,100bs-3n-2th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,3,11373180.0,100,1,2,242689,DENV_2-mexico-BVBRC_genome_sequence,6112.65,4348.7,10461.35,156.73,111.51,268.24,89.41,39.0, sdumont6165,418454.0
458.0,1830,305,1113508.0,156476.0,155630.666015625,1113636.0,3379.2,4403.2,3420.16,4403.2,1.0,0,80.0,236.0,1000bs-3n-2th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,3,11373183.0,1000,1,2,242689,DENV_2-mexico-BVBRC_genome_sequence,54340.51,37943.59,92284.11,178.75,124.81,303.57,101.19,304.0, sdumont6167,28146653.55
416.0,1500,250,1113540.0,158244.0,156966.666015625,1113604.0,2949.12,4403.2,2969.6,4403.2,132.0,0,0.0,1.0,1000bs-3n-2th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,3,11373185.0,1000,1,2,242689,DENV_2-mexico-BVBRC_genome_sequence,43886.89,29309.86,73196.75,176.96,118.18,295.15,98.38,248.0, sdumont6165,18299187.5
553.0,2376,396,1117132.0,157060.0,155808.0,1118944.0,4157.44,4413.44,4167.68,4413.44,689.0,0,0.0,0.0,1000bs-3n-2th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,3,11373187.0,1000,1,2,242689,DENV_2-mexico-BVBRC_genome_sequence,65485.24,46519.27,112004.51,165.79,117.77,283.56,94.52,395.0, sdumont6165,44353785.96
334.0,1248,208,1191397.3330078125,160076.0,156130.666015625,1336196.0,2498.56,4382.72,2508.8,4392.96,1115.0,0,1.0,3.0,1000bs-3n-2th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,3,11373191.0,1000,1,2,242689,DENV_2-mexico-BVBRC_genome_sequence,37591.37,24625.1,62216.46,181.6,118.96,300.56,100.19,207.0, sdumont6165,12941023.68
336.0,1242,207,1191414.666015625,154616.0,154321.3330078125,1341696.0,2498.56,4392.96,2508.8,4392.96,1123.0,0,23.0,54.0,1000bs-3n-2th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,3,11373195.0,1000,1,2,242689,DENV_2-mexico-BVBRC_genome_sequence,37145.11,24370.99,61516.1,182.08,119.47,301.55,100.52,204.0, sdumont6165,12733832.7
0.0,252,14,265348.0,3156.0,2418.666015625,265348.0,0.0,0.0,0.0,0.0,124.0,0,0.0,0.0,100bs-3n-6th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,3,11373201.0,100,1,6,242689,DENV_2-mexico-BVBRC_genome_sequence,2998.3,1425.25,4423.55,230.64,109.63,340.27,113.42,13.0, sdumont6165,61929.7
0.0,216,12,265348.0,3136.0,2413.3330078125,265348.0,0.0,0.0,0.0,0.0,207.0,0,0.0,0.0,100bs-3n-6th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,3,11373203.0,100,1,6,242689,DENV_2-mexico-BVBRC_genome_sequence,2725.91,1285.02,4010.94,247.81,116.82,364.63,121.54,11.0, sdumont6165,48131.28
0.0,216,12,265348.0,3156.0,2437.3330078125,265348.0,0.0,0.0,0.0,0.0,2580.0,0,0.0,0.0,100bs-3n-6th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,3,11373207.0,100,1,6,242689,DENV_2-mexico-BVBRC_genome_sequence,2607.44,1209.41,3816.85,237.04,109.95,346.99,115.66,11.0, sdumont6165,45802.2
0.0,270,15,265348.0,3080.0,1717.3330078125,265348.0,0.0,0.0,0.0,0.0,1186.0,0,0.0,0.0,100bs-3n-6th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,3,11373214.0,100,1,6,242689,DENV_2-mexico-BVBRC_genome_sequence,3201.31,1560.1,4761.41,246.25,120.01,366.26,122.09,13.0, sdumont6165,71421.15
0.0,216,12,265348.0,3124.0,2424.0,265348.0,0.0,0.0,0.0,0.0,1114.0,0,0.0,0.0,100bs-3n-6th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,3,11373218.0,100,1,6,242689,DENV_2-mexico-BVBRC_genome_sequence,2286.25,1082.43,3368.68,228.62,108.24,336.87,112.29,10.0, sdumont6165,40424.16
799.0,3186,177,1385162.666015625,158076.0,155692.0,1388836.0,2293.76,4392.96,2314.24,4403.2,1.0,0,79.0,235.0,1000bs-3n-6th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,3,11373221.0,1000,1,6,242689,DENV_2-mexico-BVBRC_genome_sequence,44031.11,21964.2,65995.3,251.61,125.51,377.12,125.71,175.0, sdumont6167,11681168.1
1421.0,5148,286,1383365.3330078125,158480.0,157290.666015625,1383564.0,3205.12,4382.72,3276.8,4392.96,1.0,0,1.0,2.0,1000bs-3n-6th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,3,11373223.0,1000,1,6,242689,DENV_2-mexico-BVBRC_genome_sequence,69768.49,35751.59,105520.08,245.36,125.74,371.1,123.7,284.33, sdumont6167,30178742.88
689.0,2232,124,1383362.666015625,152416.0,151154.666015625,1383412.0,2058.24,4433.92,2068.48,4505.6,1023.0,0,1.0,3.0,1000bs-3n-6th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,3,11373226.0,1000,1,6,242689,DENV_2-mexico-BVBRC_genome_sequence,31040.17,14327.85,45368.02,252.36,116.49,368.85,122.95,123.0, sdumont6165,5625634.48
514.0,2124,118,1383354.666015625,156620.0,154386.666015625,1383400.0,1832.96,4352.0,1843.2,4352.0,544.0,0,1.0,3.0,1000bs-3n-6th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,3,11373229.0,1000,1,6,242689,DENV_2-mexico-BVBRC_genome_sequence,30003.22,13885.45,43888.67,256.44,118.68,375.12,125.04,117.0, sdumont6165,5178863.06
521.0,1926,107,1387117.3330078125,164548.0,155416.0,1388972.0,1822.72,4372.48,1832.96,4372.48,648.0,0,0.0,1.0,1000bs-3n-6th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,3,11373231.0,1000,1,6,242689,DENV_2-mexico-BVBRC_genome_sequence,27631.09,12765.13,40396.22,260.67,120.43,381.1,127.03,106.0, sdumont6165,4322395.54
634.0,2376,66,1788717.3330078125,156660.0,155046.666015625,1788876.0,1597.44,4218.88,1638.4,4218.88,1049.0,0,3.0,5.0,100bs-3n-12th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,3,11373234.0,100,1,12,242689,DENV_2-mexico-BVBRC_genome_sequence,20815.61,7673.18,28488.79,320.24,118.05,438.29,146.1,65.0, sdumont6165,1880260.14
0.0,720,20,265348.0,3160.0,1745.3330078125,265348.0,0.0,0.0,0.0,0.0,201.0,0,0.0,0.0,100bs-3n-12th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,3,11373238.0,100,1,12,242689,DENV_2-mexico-BVBRC_genome_sequence,4683.52,2068.25,6751.77,260.2,114.9,375.1,125.03,18.0, sdumont6167,135035.40000000002
0.0,468,13,265348.0,1040.0,1037.3330078125,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,100bs-3n-12th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,3,11373239.0,100,1,12,242689,DENV_2-mexico-BVBRC_genome_sequence,3187.0,1257.28,4444.28,318.7,125.73,444.43,148.14,10.0, sdumont6167,57775.64
0.0,864,24,265348.0,1040.0,1036.0,265348.0,0.0,0.0,0.0,0.0,82.0,0,0.0,0.0,100bs-3n-12th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,3,11373241.0,100,1,12,242689,DENV_2-mexico-BVBRC_genome_sequence,5561.96,2329.08,7891.04,241.82,101.26,343.09,114.36,23.0, sdumont6165,189384.96
0.0,684,19,265348.0,1036.0,1036.0,265348.0,0.0,0.0,0.0,0.0,987.0,0,0.0,0.0,100bs-3n-12th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,3,11373243.0,100,1,12,242689,DENV_2-mexico-BVBRC_genome_sequence,4751.88,1896.41,6648.29,268.52,107.45,375.98,125.33,17.67, sdumont6165,126317.51
1355.0,5184,144,1786524.0,155264.0,150897.3330078125,1794280.0,2058.24,4372.48,2068.48,4372.48,1100.0,0,6.0,10.0,1000bs-3n-12th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,3,11373251.0,1000,1,12,242689,DENV_2-mexico-BVBRC_genome_sequence,46329.78,17083.62,63413.39,323.98,119.47,443.45,147.82,143.0, sdumont6165,9131528.16
1056.0,3600,100,1790570.666015625,156948.0,154121.3330078125,1794132.0,1832.96,4382.72,1832.96,4382.72,1167.0,0,6.0,10.0,1000bs-3n-12th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,3,11373254.0,1000,1,12,242689,DENV_2-mexico-BVBRC_genome_sequence,32030.58,11975.13,44005.71,326.84,122.2,449.04,149.68,98.0, sdumont6165,4400571.0
1244.0,5220,145,1790565.3330078125,156968.0,156069.3330078125,1794404.0,2078.72,4362.24,2088.96,4372.48,2.0,0,183.0,264.0,1000bs-3n-12th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,3,11373259.0,1000,1,12,242689,DENV_2-mexico-BVBRC_genome_sequence,43353.99,17243.0,60596.99,301.07,119.74,420.81,140.27,144.0, sdumont6168,8786563.549999999
2347.0,8388,233,1788676.0,158728.0,156645.3330078125,1788884.0,2785.28,4382.72,2795.52,4382.72,939.0,0,30.0,64.0,1000bs-3n-12th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,3,11373260.0,1000,1,12,242689,DENV_2-mexico-BVBRC_genome_sequence,76623.25,27866.92,104490.18,330.27,120.12,450.39,150.13,232.0, sdumont6165,24346211.94
1384.0,4824,134,1788621.3330078125,164020.0,159380.0,1788736.0,2058.24,4392.96,2068.48,4392.96,302.0,0,39.0,107.0,1000bs-3n-12th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,3,11373264.0,1000,1,12,242689,DENV_2-mexico-BVBRC_genome_sequence,44093.5,16878.67,60972.17,331.53,126.91,458.44,152.81,133.0, sdumont6167,8170270.779999999
0.0,756,14,265348.0,1040.0,1038.666015625,265348.0,0.0,0.0,0.0,0.0,1626.0,0,0.0,0.0,100bs-3n-18th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,3,11373267.0,100,1,18,242689,DENV_2-mexico-BVBRC_genome_sequence,3700.48,1358.86,5059.34,284.65,104.53,389.18,129.73,13.0, sdumont6165,70830.76000000001
0.0,702,13,265348.0,3128.0,1734.666015625,265348.0,0.0,0.0,0.0,0.0,731.0,0,0.0,0.0,100bs-3n-18th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,3,11373273.0,100,1,18,242689,DENV_2-mexico-BVBRC_genome_sequence,3471.15,1293.87,4765.02,335.76,125.25,461.01,153.67,10.33, sdumont6165,61945.26000000001
0.0,756,14,265348.0,3124.0,1729.3330078125,265348.0,0.0,0.0,0.0,0.0,772.0,0,0.0,0.0,100bs-3n-18th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,3,11373277.0,100,1,18,242689,DENV_2-mexico-BVBRC_genome_sequence,3539.56,1345.73,4885.29,272.27,103.52,375.79,125.26,13.0, sdumont6165,68394.06
0.0,972,18,265348.0,1036.0,1034.666015625,265348.0,0.0,0.0,0.0,0.0,939.0,0,0.0,0.0,100bs-3n-18th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,3,11373282.0,100,1,18,242689,DENV_2-mexico-BVBRC_genome_sequence,5062.17,1875.32,6937.48,316.39,117.21,433.59,144.53,16.0, sdumont6165,124874.63999999998
462.0,2268,42,2121789.3330078125,152748.0,151144.0,2194240.0,1382.4,4218.88,1392.64,4218.88,1.0,0,92.0,252.0,100bs-3n-18th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,3,11373285.0,100,1,18,242689,DENV_2-mexico-BVBRC_genome_sequence,13478.51,4961.02,18439.54,328.74,121.0,449.74,149.91,41.0, sdumont6167,774460.68
2116.0,7020,130,2270224.0,161200.0,159760.0,2422332.0,2037.76,4392.96,2058.24,4392.96,1.0,0,14.0,17.0,1000bs-3n-18th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,3,11373286.0,1000,1,18,242689,DENV_2-mexico-BVBRC_genome_sequence,42476.31,15693.24,58169.55,337.11,124.55,461.66,153.89,126.0, sdumont6167,7562041.5
2114.0,6642,123,2268418.666015625,158940.0,156316.0,2416912.0,2078.72,4433.92,2150.4,4505.6,1.0,0,12.0,16.0,1000bs-3n-18th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,3,11373288.0,1000,1,18,242689,DENV_2-mexico-BVBRC_genome_sequence,41416.12,15370.74,56786.86,339.48,125.99,465.47,155.16,122.0, sdumont6167,6984783.78
2102.0,8100,150,2197440.0,163284.0,157648.0,2203960.0,2068.48,4372.48,2068.48,4372.48,1.0,0,13.0,15.0,1000bs-3n-18th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,3,11373289.0,1000,1,18,242689,DENV_2-mexico-BVBRC_genome_sequence,51324.4,18651.03,69975.43,346.02,125.75,471.76,157.25,148.33, sdumont6167,10496314.499999998
4146.0,13230,245,2196006.666015625,165540.0,162020.0,2199656.0,2979.84,4403.2,3041.28,4403.2,611.0,0,15.0,18.0,1000bs-3n-18th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,3,11373291.0,1000,1,18,242689,DENV_2-mexico-BVBRC_genome_sequence,85422.86,29027.23,114450.09,350.09,118.96,469.06,156.35,244.0, sdumont6165,28040272.05
2112.0,7992,148,2190096.0,161168.0,155733.3330078125,2194384.0,2058.24,4392.96,2068.48,4392.96,1104.0,0,11.0,14.0,1000bs-3n-18th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,3,11373297.0,1000,1,18,242689,DENV_2-mexico-BVBRC_genome_sequence,49637.11,17298.9,66936.02,342.32,119.3,461.63,153.88,145.0, sdumont6165,9906530.96
0.0,1080,15,265348.0,3076.0,1716.0,265348.0,0.0,0.0,0.0,0.0,1086.0,0,0.0,0.0,100bs-3n-24th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,3,11373301.0,100,1,24,242689,DENV_2-mexico-BVBRC_genome_sequence,4590.78,1616.53,6207.31,327.91,115.47,443.38,147.79,14.0, sdumont6165,93109.65
0.0,1584,22,265348.0,3120.0,2396.0,265348.0,0.0,0.0,0.0,0.0,1133.0,0,0.0,0.0,100bs-3n-24th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,3,11373306.0,100,1,24,242689,DENV_2-mexico-BVBRC_genome_sequence,5200.57,2214.8,7415.37,260.03,110.74,370.77,123.59,20.0, sdumont6165,163138.13999999998
0.0,1584,22,265348.0,3096.0,1721.3330078125,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,100bs-3n-24th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,3,11373308.0,100,1,24,242689,DENV_2-mexico-BVBRC_genome_sequence,5261.45,2325.59,7587.04,263.07,116.28,379.35,126.45,20.0, sdumont6167,166914.88
0.0,1080,15,265348.0,1036.0,1034.666015625,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,100bs-3n-24th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,3,11373309.0,100,1,24,242689,DENV_2-mexico-BVBRC_genome_sequence,3993.47,1432.48,5425.95,332.79,119.37,452.16,150.72,12.0, sdumont6167,81389.25
0.0,1224,17,265348.0,3160.0,2421.3330078125,265348.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,100bs-3n-24th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,3,11373310.0,100,1,24,242689,DENV_2-mexico-BVBRC_genome_sequence,4693.05,1648.83,6341.88,335.22,117.77,452.99,151.0,14.0, sdumont6167,107811.96
6285.0,19944,277,2675904.0,161688.0,160349.3330078125,2822596.0,3164.16,4403.2,3266.56,4403.2,831.0,0,28.0,33.0,1000bs-3n-24th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,3,11373313.0,1000,1,24,242689,DENV_2-mexico-BVBRC_genome_sequence,106972.12,33074.77,140046.89,387.58,119.84,507.42,169.14,276.0, sdumont6165,38792988.53
3538.0,11448,159,2595684.0,157868.0,151628.0,2599924.0,2273.28,4392.96,2283.52,4403.2,734.0,0,21.0,29.0,1000bs-3n-24th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,3,11373320.0,1000,1,24,242689,DENV_2-mexico-BVBRC_genome_sequence,59292.13,19158.26,78450.38,377.66,122.03,499.68,166.56,157.0, sdumont6165,12473610.42
2816.0,10224,142,2601536.0,161540.0,156722.666015625,2605196.0,1996.8,4372.48,2068.48,4372.48,1165.0,0,27.0,37.0,1000bs-3n-24th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,3,11373322.0,1000,1,24,242689,DENV_2-mexico-BVBRC_genome_sequence,52894.88,17320.95,70215.83,376.86,123.41,500.27,166.76,140.33, sdumont6165,9970647.86
3411.0,12528,174,2673996.0,163800.0,160357.3330078125,2822588.0,2211.84,4392.96,2263.04,4392.96,1.0,0,122.0,257.0,1000bs-3n-24th-242689s-DENV_2-mexico-BVBRC_genome_sequence,sequana_cpu_dev,3,11373326.0,1000,1,24,242689,DENV_2-mexico-BVBRC_genome_sequence,64332.19,21785.7,86117.89,373.31,126.42,499.74,166.58,172.33, sdumont6167,14984512.86
